,0,1,2,3,4,5,6,7,8,9
0,-0.11035042898229218,-0.7234662860225417,-0.7508629650843873,-0.5046444038343229,-0.48921255761939836,-0.609066967302791,-0.3998218003618544,-0.10723496592083452,-0.6933784287519661,-0.36750341700836753
1,-0.1827334248576373,-0.5649413426191104,-0.4885821915524886,-0.6149584655435241,-0.02219615900984038,-0.11158691626738433,-0.1335042595168608,-0.7336854897610974,-0.1318313649546773,-0.5503944333827323
2,-0.14085044868123178,-0.6587325399206587,-0.33831261914070193,-0.6136249988635228,-0.6984092348628803,-0.6339543045213613,-0.5289377422590744,-0.5355565859616265,-0.767943461012768,-0.771289250137135
3,-0.39138459300475503,-0.11033830655792853,-0.2544133201198908,-0.3859537468898406,0.16454978831216455,-0.4589064967102771,-0.5915743089460461,-0.6077335006227896,-0.27424560637881973,-0.3468104386196195
4,-0.6971363803046972,-0.1625374658677989,-0.1951831546791043,-0.30533962487157806,-0.06878263583934151,-0.6944330796716036,-0.36070273694036076,-0.3711886340149167,-0.03309421851276037,-0.2746214015340928
5,-0.5527098164361891,-0.17160503929180798,-0.4975285407328612,-0.7560028730145743,-0.6242684874548061,-0.34551333921270916,-0.5410722890470866,-0.3312452457366949,-0.7088102749668906,-0.43930453651425755
6,-0.4612824918855522,-0.6243533444253516,-0.4874790509353966,-0.7183991126385366,-0.6272384814239,-0.4409289413789864,-0.74891125476184,-0.7231147357159959,-0.23007149199768465,-0.33817927247270185
7,-0.04537423439313629,-0.6388760088130025,-0.7767322186764132,-0.17547209266381184,-0.421630041792058,-0.7480990523294755,-0.7658099143247659,-0.41962984177205603,-0.03260932153821443,-0.7317943915603682
8,-0.7484748474847486,-0.22015534886822016,-0.7572272378753027,-0.5739361814969376,-0.7311761479178222,-0.7168474423199896,-0.44722047962371997,-0.5342837314034434,-0.6909296990305093,-0.37324944615673694
9,-0.3917240208869372,-0.510741983289238,-0.08569341782663116,-0.23242324232423245,-0.398524700954944,-0.7581606645513037,-0.2467883151951559,-0.7284364800116375,-0.622789551682441,-0.723732979358542
10,-0.35488397324580945,-0.3168438055926805,-0.40779835559313515,0.0055399479341873585,-0.7357099346298267,-0.6832319595595924,-0.18792182248527886,-0.7232723272327234,-0.3067821933708523,-0.46774374407137687
11,-0.6601023738737511,-0.6634724078468452,-0.49594050314122323,-0.7129440216748948,-0.7334187964250971,-0.6798498031621344,-0.5005833916725007,-0.16382244285034567,-0.27497295184063864,-0.30475774850212295
