,AQ,ADF,EIDIG,AQ_H,ADF_H,EIDIG_H,AQ_S,ADF_S,EIDIG_S,AQ_L,ADF_L,EIDIG_L
0,66.175,70.149,72.69,64.044,75.423,68.051,63.958,64.928,64.97,53.114,54.051,55.478
1,66.605,69.683,72.946,64.091,69.901,66.399,64.573,65.364,65.893,53.184,53.85,53.252
2,66.379,69.853,73.465,69.269,73.579,64.112,66.235,66.705,66.213,55.338,54.216,53.438
3,66.274,70.161,73.049,64.966,75.105,68.033,65.642,65.422,65.166,55.485,53.701,54.894
4,66.347,70.008,73.28,71.211,67.687,69.152,64.721,63.276,65.076,55.239,55.794,55.218
5,66.47,69.706,72.838,64.52,64.908,71.835,65.43,65.662,63.472,54.462,55.262,55.536
6,66.424,70.032,72.578,74.042,71.114,74.609,65.491,64.339,65.484,53.462,54.241,54.218
7,66.899,69.769,73.491,68.833,64.519,65.327,64.498,63.579,64.959,55.666,53.706,53.68
8,66.421,69.799,73.332,67.077,71.626,66.529,65.937,64.938,64.808,53.808,53.41,53.466
9,66.854,70.42,72.894,69.529,65.362,68.824,63.427,63.717,66.904,54.583,53.316,54.463
