,AQ,ADF,EIDIG,AQ_H,ADF_H,EIDIG_H,AQ_S,ADF_S,EIDIG_S,AQ_L,ADF_L,EIDIG_L
0,65.625,66.442,70.812,63.549,63.678,66.28,69.501,70.329,69.279,59.229,63.007,63.373
1,65.219,66.163,71.464,61.836,63.249,59.6,68.667,70.318,68.605,62.914,60.651,62.996
2,65.525,66.687,71.785,67.002,63.148,64.03,69.981,70.338,69.854,64.333,62.325,64.351
3,65.452,66.593,70.857,67.041,64.072,65.425,69.01,69.363,70.217,63.133,62.185,62.313
4,65.105,66.185,70.844,66.65,64.314,64.149,69.589,68.759,68.985,59.522,59.362,59.062
5,66.013,66.598,71.104,64.097,62.757,63.325,70.578,68.2,68.177,64.82,60.183,63.494
6,65.61,66.756,70.668,60.597,59.302,59.244,68.501,68.09,70.091,60.2,61.822,63.32
7,65.527,66.644,70.81,65.965,66.689,62.0,68.884,68.785,68.25,64.344,63.425,63.642
8,65.736,66.72,71.08,64.606,61.009,66.385,68.633,70.405,68.509,60.594,64.186,63.651
9,65.863,66.521,70.914,59.773,66.781,64.596,70.794,68.168,69.497,63.643,64.477,60.257
