,AQ,ADF,EIDIG,AQ_H,ADF_H,EIDIG_H,AQ_S,ADF_S,EIDIG_S,AQ_L,ADF_L,EIDIG_L
0,74.863,74.384,78.548,73.064,69.381,69.604,59.984,62.857,59.775,49.809,49.137,49.795
1,75.09,74.665,78.807,75.317,74.144,70.683,63.217,62.818,61.615,50.814,48.257,51.543
2,74.897,74.45,79.192,69.312,74.076,74.925,59.111,59.061,59.137,50.862,49.018,50.5
3,74.818,74.436,78.534,75.471,70.641,77.059,63.374,59.248,59.254,49.16,49.003,48.679
4,74.8,74.551,78.651,77.266,71.044,71.39,60.214,59.1,62.813,49.608,51.282,49.998
5,74.852,74.367,78.362,70.806,71.299,75.187,61.183,62.978,63.386,50.345,48.238,51.09
6,75.265,74.334,78.442,75.297,74.956,72.626,61.845,61.723,59.73,48.91,49.728,49.599
7,74.41,74.408,79.246,76.14,76.529,73.736,60.987,62.979,63.02,50.809,51.538,50.63
8,75.305,74.77,78.501,74.88,71.234,77.637,62.046,61.504,62.764,50.024,48.246,51.726
9,75.329,74.82,78.995,73.546,74.415,73.717,62.484,61.406,62.247,51.233,50.468,48.879
