,AQ,ADF,EIDIG,AQ_H,ADF_H,EIDIG_H,AQ_S,ADF_S,EIDIG_S,AQ_L,ADF_L,EIDIG_L
0,0.195,0.218,0.21,0.187,0.18,0.186,0.179,0.163,0.165,0.113,0.096,0.119
1,0.194,0.226,0.214,0.183,0.25,0.243,0.167,0.175,0.174,0.104,0.108,0.106
2,0.196,0.23,0.219,0.227,0.22,0.208,0.165,0.181,0.173,0.116,0.115,0.093
3,0.186,0.234,0.212,0.236,0.21,0.216,0.167,0.17,0.162,0.103,0.118,0.092
4,0.195,0.228,0.217,0.214,0.225,0.254,0.161,0.165,0.182,0.101,0.095,0.117
5,0.192,0.221,0.215,0.26,0.228,0.238,0.16,0.171,0.17,0.102,0.12,0.112
6,0.194,0.219,0.206,0.198,0.226,0.241,0.161,0.174,0.18,0.111,0.107,0.11
7,0.186,0.227,0.219,0.247,0.2,0.195,0.181,0.168,0.169,0.1,0.091,0.094
8,0.192,0.23,0.217,0.203,0.222,0.213,0.174,0.166,0.174,0.097,0.099,0.105
9,0.204,0.215,0.21,0.221,0.246,0.206,0.166,0.163,0.174,0.109,0.09,0.114
