,AQ,ADF,EIDIG,AQ_H,ADF_H,EIDIG_H,AQ_S,ADF_S,EIDIG_S,AQ_L,ADF_L,EIDIG_L
0,79.849,80.609,83.01,82.52,80.042,82.298,68.923,67.219,69.546,75.871,76.116,74.446
1,79.738,81.019,83.066,75.947,83.262,76.12,67.699,69.511,67.474,76.07,74.392,73.301
2,80.013,80.946,83.251,76.967,82.711,80.73,69.446,68.121,68.476,76.955,76.302,74.349
3,80.067,80.789,82.976,78.678,76.887,74.432,68.928,67.423,69.632,75.919,73.32,76.795
4,79.895,80.872,83.069,77.63,79.542,78.021,67.057,69.302,67.501,73.654,75.533,76.937
5,79.957,80.502,83.069,75.468,82.846,74.442,67.141,69.763,68.434,75.588,76.124,76.122
6,79.677,80.908,82.799,80.268,74.705,74.23,69.882,69.911,67.58,75.081,76.21,76.889
7,79.806,81.083,82.897,74.136,77.786,83.984,67.363,67.306,68.101,76.763,76.441,75.467
8,79.887,81.151,82.697,75.625,82.612,80.272,67.047,68.267,68.337,73.462,75.194,73.949
9,80.162,81.036,82.775,75.415,84.482,75.669,67.169,67.873,68.01,76.543,75.765,74.393
