,AQ,ADF,EIDIG,AQ_H,ADF_H,EIDIG_H,AQ_S,ADF_S,EIDIG_S,AQ_L,ADF_L,EIDIG_L
0,79.992,80.792,83.083,80.414,84.834,75.907,74.695,73.101,74.011,78.402,78.703,78.757
1,80.296,80.595,82.558,75.412,75.059,78.826,73.484,73.349,72.461,76.001,76.987,78.93
2,79.748,80.887,82.892,84.36,79.439,76.54,73.318,74.779,72.623,78.055,76.006,77.035
3,79.93,81.137,82.688,74.752,82.427,83.713,73.617,73.076,74.329,77.559,78.541,78.59
4,80.228,80.804,82.768,81.301,75.086,83.571,73.997,72.321,73.488,78.092,76.503,77.996
5,79.729,81.014,83.23,78.857,83.91,82.509,74.038,73.075,72.148,77.175,78.711,77.173
6,79.378,81.07,82.876,74.887,74.633,78.34,72.908,73.298,72.649,76.948,76.688,78.989
7,80.151,81.241,83.139,81.652,76.373,77.802,73.153,72.339,72.966,77.253,78.968,77.92
8,80.105,81.0,83.065,79.638,83.343,79.949,73.673,72.6,73.183,76.74,78.201,78.942
9,80.36,80.927,82.977,83.852,80.268,74.753,74.062,73.094,73.162,78.941,77.659,78.607
