,AQ,ADF,EIDIG,AQ_H,ADF_H,EIDIG_H,AQ_S,ADF_S,EIDIG_S,AQ_L,ADF_L,EIDIG_L
0,72.211,72.468,75.061,75.595,69.135,70.77,63.04,67.772,66.264,72.104,75.07,75.835
1,72.064,72.389,74.916,69.66,72.218,70.403,66.999,65.165,63.152,75.73,75.384,72.477
2,71.803,72.685,74.968,73.072,70.1,72.224,63.516,64.096,67.882,75.324,73.131,72.018
3,72.08,72.279,74.82,71.425,69.925,70.04,64.007,64.273,64.158,72.212,75.064,72.661
4,71.711,72.597,75.156,76.78,68.837,73.019,63.376,64.491,64.529,73.322,74.89,74.505
5,72.426,72.418,74.8,70.182,76.661,76.798,63.372,64.695,65.049,74.072,74.296,72.314
6,71.95,72.161,74.895,72.0,73.403,72.692,63.191,64.11,64.638,72.977,74.365,72.462
7,71.938,72.684,74.806,70.214,70.364,71.365,66.928,63.679,64.118,72.997,72.074,74.115
8,71.57,72.45,74.86,75.173,68.616,71.566,65.067,67.011,67.649,74.994,72.453,74.78
9,72.176,72.624,74.926,69.792,72.909,68.023,63.459,64.678,67.321,72.78,74.201,74.313
