,AQ,ADF,EIDIG,AQ_H,ADF_H,EIDIG_H,AQ_S,ADF_S,EIDIG_S,AQ_L,ADF_L,EIDIG_L
0,71.76,71.976,73.724,65.113,66.613,71.122,74.401,75.753,75.098,67.62,67.542,68.005
1,71.722,71.942,74.22,66.873,65.343,72.289,77.208,74.635,77.786,69.888,70.339,70.266
2,71.92,72.036,74.404,67.169,66.347,71.136,76.142,75.733,77.473,71.827,69.844,70.545
3,71.803,71.88,74.173,71.544,70.48,71.172,75.586,74.54,77.052,69.732,67.128,71.894
4,71.479,72.159,73.919,70.442,65.475,66.42,75.45,77.164,76.075,70.326,68.422,67.901
5,71.217,72.055,74.165,72.25,68.63,66.772,76.607,76.879,77.128,69.131,69.553,69.534
6,70.998,72.144,74.017,74.724,66.8,72.236,76.105,77.916,77.303,71.679,70.711,68.274
7,71.128,71.681,74.039,74.94,75.301,71.598,77.104,76.912,76.582,71.711,68.031,67.123
8,71.658,71.735,74.032,73.307,71.151,70.453,77.153,75.109,75.859,68.57,71.842,71.673
9,71.164,71.967,74.133,70.383,73.251,73.744,74.298,75.596,76.753,71.214,69.742,68.966
