,AQ,ADF,EIDIG,AQ_H,ADF_H,EIDIG_H,AQ_S,ADF_S,EIDIG_S,AQ_L,ADF_L,EIDIG_L
0,70.995,71.221,73.769,73.402,73.896,68.739,76.433,72.173,76.05,72.092,69.81,68.434
1,69.861,71.843,73.886,72.624,74.965,72.932,74.785,75.354,73.935,71.891,67.875,68.749
2,70.26,71.422,73.929,69.537,72.472,74.787,76.266,76.553,76.017,68.212,69.408,68.141
3,70.083,71.692,74.259,72.832,74.065,68.591,73.743,75.843,76.333,71.474,69.027,70.149
4,70.421,71.382,73.959,73.099,70.05,73.032,75.637,77.141,75.874,72.498,70.968,73.83
5,70.53,71.481,74.063,72.057,73.464,69.59,75.039,73.191,78.553,68.739,73.334,69.009
6,69.975,71.159,74.016,72.377,68.482,73.747,77.458,73.303,78.486,71.836,70.703,73.372
7,70.806,71.752,73.959,74.757,68.655,68.611,76.239,75.062,75.57,67.461,70.07,66.008
8,70.565,71.161,73.934,70.199,74.285,67.08,77.53,71.366,74.01,66.719,72.778,70.541
9,70.804,71.483,74.398,74.621,74.182,69.609,77.531,76.942,74.84,68.042,70.359,71.526
