,AQ,ADF,EIDIG,AQ_H,ADF_H,EIDIG_H,AQ_S,ADF_S,EIDIG_S,AQ_L,ADF_L,EIDIG_L
0,73.966,74.948,77.991,76.908,69.826,74.648,76.026,80.461,76.908,82.452,83.719,83.06
1,73.98,75.052,77.59,76.647,71.371,76.631,77.051,77.315,80.711,79.857,82.007,80.037
2,73.93,75.042,77.635,75.407,74.223,69.281,79.609,78.251,80.136,80.331,83.359,80.922
3,73.709,75.362,77.566,72.916,76.685,73.086,76.941,77.928,78.83,83.647,81.341,81.466
4,73.77,75.071,77.389,76.193,69.115,69.196,76.317,80.758,76.712,83.154,83.919,80.393
5,73.958,74.926,77.666,70.967,74.103,76.114,80.071,78.506,77.049,80.679,80.245,82.15
6,73.739,74.896,77.586,76.979,75.327,72.778,80.425,76.198,78.573,82.66,79.095,83.709
7,74.169,74.996,77.286,74.655,76.934,70.457,77.726,78.36,78.093,81.323,79.005,80.2
8,73.788,74.86,77.511,72.399,70.637,71.055,78.863,79.859,79.058,80.565,82.544,80.447
9,74.027,74.741,77.365,71.062,71.423,73.038,76.082,80.495,77.162,83.551,82.393,80.351
