,AQ,ADF,EIDIG,AQ_H,ADF_H,EIDIG_H,AQ_S,ADF_S,EIDIG_S,AQ_L,ADF_L,EIDIG_L
0,70.678,71.443,73.926,73.29,66.309,69.188,85.057,84.703,84.225,67.559,64.924,63.195
1,70.354,71.593,74.055,69.762,69.068,73.487,86.164,84.242,85.168,64.398,63.911,66.101
2,70.5,71.735,73.685,73.679,74.421,69.61,84.639,85.03,86.132,67.075,67.529,64.475
3,70.664,71.462,74.0,66.581,71.444,71.76,86.614,84.27,84.678,63.633,65.075,63.62
4,70.369,71.417,73.96,71.045,72.719,72.699,85.417,85.373,86.717,67.518,67.839,66.438
5,70.493,71.23,73.967,68.863,66.535,70.062,86.108,85.548,84.996,66.74,63.521,64.69
6,70.815,71.633,73.774,72.147,70.643,70.514,85.197,85.464,86.201,64.536,64.695,65.171
7,71.024,71.602,73.655,69.676,71.343,69.904,84.909,84.19,85.221,64.563,66.579,63.29
8,70.766,71.379,73.819,70.226,71.229,66.764,86.709,84.696,85.181,64.198,65.227,64.445
9,70.586,71.496,73.846,66.658,71.793,69.382,84.46,84.352,86.13,65.143,63.387,64.431
