,AQ,ADF,EIDIG,AQ_H,ADF_H,EIDIG_H,AQ_S,ADF_S,EIDIG_S,AQ_L,ADF_L,EIDIG_L
0,0.174,0.169,0.156,0.148,0.157,0.143,0.156,0.149,0.157,0.164,0.156,0.207
1,0.176,0.175,0.161,0.166,0.151,0.17,0.161,0.166,0.13,0.181,0.196,0.177
2,0.18,0.173,0.161,0.181,0.168,0.177,0.143,0.135,0.144,0.195,0.168,0.182
3,0.172,0.177,0.162,0.185,0.165,0.182,0.148,0.154,0.164,0.159,0.157,0.153
4,0.175,0.177,0.158,0.158,0.189,0.18,0.147,0.168,0.134,0.166,0.208,0.19
5,0.174,0.175,0.158,0.176,0.186,0.171,0.159,0.165,0.167,0.2,0.165,0.205
6,0.173,0.169,0.159,0.175,0.152,0.179,0.162,0.169,0.16,0.169,0.15,0.187
7,0.173,0.175,0.156,0.15,0.188,0.149,0.137,0.138,0.158,0.18,0.188,0.201
8,0.175,0.172,0.162,0.153,0.184,0.161,0.152,0.136,0.151,0.163,0.202,0.17
9,0.176,0.173,0.159,0.16,0.167,0.146,0.142,0.155,0.132,0.184,0.206,0.199
