,AQ,ADF,EIDIG,AQ_H,ADF_H,EIDIG_H,AQ_S,ADF_S,EIDIG_S,AQ_L,ADF_L,EIDIG_L
0,0.189,0.207,0.22,0.182,0.23,0.197,0.209,0.191,0.187,0.149,0.147,0.152
1,0.2,0.209,0.214,0.199,0.17,0.211,0.184,0.203,0.181,0.155,0.144,0.153
2,0.195,0.212,0.217,0.184,0.178,0.228,0.202,0.193,0.19,0.158,0.141,0.143
3,0.191,0.206,0.213,0.233,0.214,0.227,0.185,0.204,0.208,0.149,0.145,0.14
4,0.194,0.211,0.221,0.179,0.195,0.187,0.186,0.201,0.182,0.154,0.146,0.153
5,0.193,0.211,0.23,0.203,0.181,0.193,0.196,0.21,0.205,0.145,0.141,0.15
6,0.198,0.211,0.209,0.177,0.189,0.192,0.198,0.188,0.2,0.16,0.145,0.16
7,0.196,0.205,0.213,0.231,0.204,0.176,0.189,0.194,0.207,0.153,0.159,0.15
8,0.198,0.207,0.208,0.163,0.198,0.207,0.195,0.183,0.18,0.155,0.142,0.151
9,0.198,0.208,0.211,0.219,0.205,0.173,0.206,0.199,0.192,0.141,0.157,0.145
