,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
0,8.932,8.223,7.961,11.977,11.808,11.843,11.23,9.017,9.107,10.985,10.021,9.589,8.488,10.316,10.917,8.908,10.376,8.244,8.811,8.149,8.32,11.678,8.12,7.123,7.54,9.666,10.485,7.755,9.509,11.181
1,12.515,12.315,9.092,8.217,11.489,8.131,13.416,10.294,9.253,11.249,9.77,11.374,8.593,12.136,9.524,12.202,8.086,8.597,11.344,11.957,13.035,13.101,13.426,8.961,9.518,9.374,10.377,13.536,11.728,10.5
2,12.153,11.07,16.811,14.548,16.369,15.45,13.503,10.825,14.233,15.539,12.319,11.02,15.399,11.167,13.374,16.292,12.99,10.416,10.151,12.769,15.135,12.118,12.3,14.853,10.79,15.153,12.201,11.648,12.368,10.518
3,12.889,14.264,15.69,15.72,13.389,14.911,15.007,12.106,12.327,13.481,15.016,11.294,14.902,15.024,15.52,12.929,11.965,12.019,12.79,14.404,13.807,12.128,12.288,11.683,15.353,12.03,12.705,12.545,13.134,13.552
4,15.521,16.663,15.553,17.144,15.198,16.143,18.373,17.811,15.7,16.989,17.281,16.272,17.046,17.684,15.536,15.877,16.501,15.989,15.839,17.244,16.457,16.257,17.427,16.139,16.444,18.453,16.304,16.867,15.276,18.841
5,22.971,21.607,21.763,24.056,24.779,23.093,24.249,21.842,21.639,21.981,23.209,22.97,21.333,21.407,22.757,23.992,23.004,21.585,21.512,23.046,21.524,23.712,21.889,23.416,23.436,21.875,23.471,24.72,21.999,21.079
6,13.977,11.171,11.796,11.195,12.347,13.203,13.103,13.39,12.209,13.627,12.636,13.542,11.865,11.695,13.125,13.992,11.85,13.898,13.617,11.634,11.321,12.163,12.863,12.575,11.284,13.896,11.87,11.216,12.386,13.077
7,16.122,15.848,16.956,17.681,15.986,15.156,15.024,17.182,16.019,16.424,16.75,17.212,15.416,17.035,17.719,17.675,17.514,16.378,15.442,16.362,17.646,16.602,17.09,15.466,17.643,16.054,17.341,16.152,16.671,15.369
8,18.945,20.203,20.489,19.475,18.908,19.467,19.481,20.445,19.622,20.531,19.421,18.951,19.714,19.737,19.333,19.388,20.209,19.273,18.991,19.282,19.465,20.47,19.294,19.335,19.842,19.028,19.99,20.356,20.419,20.412
9,10.172,10.258,11.734,11.073,10.64,9.608,9.988,11.739,10.435,10.988,11.36,10.816,10.922,11.796,11.978,11.839,10.664,9.177,12.068,10.411,10.8,10.269,10.62,10.215,9.426,11.338,10.688,10.108,10.141,11.78
10,13.959,13.229,14.845,14.276,15.292,13.876,14.153,14.956,14.816,14.969,13.385,14.132,13.567,13.844,14.79,13.448,14.948,15.264,15.068,14.133,14.529,13.326,14.927,14.501,13.67,15.116,15.237,13.75,14.521,13.421
11,17.715,18.594,17.146,17.863,18.219,17.168,18.533,17.556,18.874,16.951,18.727,18.045,18.882,18.733,17.535,18.571,18.815,18.73,17.253,17.469,18.084,17.617,16.937,18.549,18.841,17.707,18.777,17.008,17.635,18.737
