,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
0,14.41,16.702,16.614,14.662,16.415,15.204,16.007,14.333,17.461,15.075,17.918,14.045,15.3,14.225,16.391,16.463,14.719,17.369,17.319,15.035,17.878,14.455,15.105,15.975,16.332,14.997,15.664,15.532,17.572,16.193
1,17.668,18.306,19.845,17.509,18.294,20.774,19.694,19.226,20.173,18.861,17.484,20.624,17.305,19.601,19.978,17.089,18.299,17.128,20.509,20.343,20.197,17.769,19.169,18.918,17.501,17.439,17.597,20.594,18.247,20.797
2,23.36,21.899,21.283,20.818,23.252,23.849,23.33,20.666,22.868,23.713,23.182,23.684,22.433,20.984,22.103,21.191,23.735,23.185,23.361,20.505,23.141,21.261,23.575,22.192,20.77,20.228,20.594,21.764,22.747,20.566
3,14.928,12.783,14.04,15.858,16.417,12.507,13.372,16.982,15.03,13.557,14.139,13.068,12.677,15.607,15.659,16.291,12.702,15.496,15.061,15.9,16.16,14.557,16.038,15.329,16.691,16.034,16.738,16.41,14.168,14.503
4,18.716,19.721,18.357,16.756,20.045,20.577,16.42,18.388,16.097,19.155,16.2,19.653,17.638,19.784,16.829,19.69,20.957,17.788,17.646,20.558,18.151,17.879,19.161,16.04,19.302,20.851,18.32,16.544,16.395,20.59
5,19.752,19.093,20.456,19.293,21.004,22.324,19.436,19.016,22.052,20.099,21.695,19.767,19.039,21.176,21.419,19.616,22.643,19.405,19.956,19.484,19.133,19.813,19.149,20.167,20.704,21.396,20.211,22.116,21.432,22.285
6,12.444,10.215,11.482,11.449,12.015,11.674,11.596,12.221,11.791,12.032,11.49,12.253,10.111,12.882,11.401,11.546,12.236,10.068,12.454,12.378,12.879,11.598,12.522,11.307,10.95,12.922,11.759,11.633,10.176,12.183
7,16.535,17.717,14.847,15.077,14.219,15.75,15.489,16.028,16.749,16.759,16.288,17.682,14.612,15.469,16.778,16.403,17.167,14.922,14.362,15.922,16.653,16.115,17.66,17.23,17.789,14.94,15.222,14.757,14.753,15.882
8,19.478,19.716,18.198,17.686,21.281,17.163,19.344,20.737,20.004,20.313,21.149,18.428,20.285,17.587,20.616,21.307,21.257,19.879,18.882,19.908,20.282,20.664,19.26,18.569,18.061,21.282,20.032,19.89,17.236,21.095
9,10.76,10.55,9.564,9.449,10.951,10.981,9.362,9.562,10.175,10.723,10.516,9.936,10.375,9.623,10.286,9.255,9.208,10.977,10.329,10.815,10.505,9.786,9.458,10.945,9.687,9.979,9.965,9.867,9.493,10.04
10,14.304,13.909,14.183,13.238,14.778,13.42,13.879,12.533,14.788,13.656,12.068,12.806,14.581,13.699,14.136,14.893,13.152,13.28,13.27,13.73,12.677,12.936,13.545,13.362,14.95,14.301,12.098,12.74,14.61,13.294
11,17.016,15.081,15.18,15.669,14.338,15.66,15.966,17.455,16.441,14.031,14.651,14.658,15.963,15.841,15.141,17.638,17.434,15.668,14.992,15.811,16.001,16.781,17.362,17.907,16.3,15.25,15.783,15.074,14.502,14.672
