,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
0,72.698,72.846,72.888,72.426,74.139,66.838,67.54,74.447,70.913,67.859,71.743,69.094,75.152,66.077,65.062,67.122,67.074,67.211,72.562,69.347,71.731,70.91,65.592,66.272,66.957,65.374,66.137,68.255,73.567,70.843
1,65.113,66.873,67.169,71.544,70.442,72.25,74.724,74.94,73.307,70.383,66.613,65.343,66.347,70.48,65.475,68.63,66.8,75.301,71.151,73.251,71.122,72.289,71.136,71.172,66.42,66.772,72.236,71.598,70.453,73.744
2,79.436,73.443,79.487,76.526,78.41,79.434,75.094,74.583,72.957,71.958,73.325,74.292,79.466,74.633,77.333,73.479,79.886,77.353,71.671,76.719,79.202,77.173,73.003,76.175,73.027,78.349,73.996,71.309,78.295,79.188
3,78.652,83.481,76.906,75.712,78.265,81.721,77.264,79.73,84.654,81.605,77.947,75.157,80.001,78.525,79.274,78.647,83.749,78.603,76.724,75.258,80.172,82.918,82.314,82.936,79.056,80.381,80.189,76.528,74.647,77.18
4,82.52,75.947,76.967,78.678,77.63,75.468,80.268,74.136,75.625,75.415,80.042,83.262,82.711,76.887,79.542,82.846,74.705,77.786,82.612,84.482,82.298,76.12,80.73,74.432,78.021,74.442,74.23,83.984,80.272,75.669
5,80.414,75.412,84.36,74.752,81.301,78.857,74.887,81.652,79.638,83.852,84.834,75.059,79.439,82.427,75.086,83.91,74.633,76.373,83.343,80.268,75.907,78.826,76.54,83.713,83.571,82.509,78.34,77.802,79.949,74.753
6,73.29,69.762,73.679,66.581,71.045,68.863,72.147,69.676,70.226,66.658,66.309,69.068,74.421,71.444,72.719,66.535,70.643,71.343,71.229,71.793,69.188,73.487,69.61,71.76,72.699,70.062,70.514,69.904,66.764,69.382
7,73.402,72.624,69.537,72.832,73.099,72.057,72.377,74.757,70.199,74.621,73.896,74.965,72.472,74.065,70.05,73.464,68.482,68.655,74.285,74.182,68.739,72.932,74.787,68.591,73.032,69.59,73.747,68.611,67.08,69.609
8,73.337,68.235,68.912,66.837,70.076,69.082,69.437,74.7,66.892,66.023,72.001,68.933,72.935,67.743,67.709,72.459,68.466,71.269,67.773,69.878,69.988,66.466,68.731,74.247,73.57,70.106,67.52,71.637,74.392,70.758
9,75.595,69.66,73.072,71.425,76.78,70.182,72.0,70.214,75.173,69.792,69.135,72.218,70.1,69.925,68.837,76.661,73.403,70.364,68.616,72.909,70.77,70.403,72.224,70.04,73.019,76.798,72.692,71.365,71.566,68.023
10,74.477,68.627,75.637,75.154,76.773,69.683,74.063,70.381,76.256,73.902,70.819,71.132,76.987,70.277,68.485,68.565,76.393,76.296,71.457,72.884,70.298,73.513,74.866,74.702,74.213,76.81,75.461,68.834,73.935,74.457
11,76.908,76.647,75.407,72.916,76.193,70.967,76.979,74.655,72.399,71.062,69.826,71.371,74.223,76.685,69.115,74.103,75.327,76.934,70.637,71.423,74.648,76.631,69.281,73.086,69.196,76.114,72.778,70.457,71.055,73.038
