,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
0,65.549,65.321,65.678,62.761,64.893,64.593,62.083,63.548,63.137,62.609,63.728,64.671,64.244,64.841,63.244,63.12,62.226,64.299,63.035,65.496,63.154,63.622,64.26,64.814,62.948,62.543,65.585,63.322,62.939,63.905
1,67.62,69.888,71.827,69.732,70.326,69.131,71.679,71.711,68.57,71.214,67.542,70.339,69.844,67.128,68.422,69.553,70.711,68.031,71.842,69.742,68.005,70.266,70.545,71.894,67.901,69.534,68.274,67.123,71.673,68.966
2,73.021,72.563,73.023,73.439,72.806,73.724,73.07,73.262,72.425,72.961,73.692,73.736,72.404,72.08,73.119,72.785,72.973,72.094,73.007,72.187,72.831,72.442,72.327,73.84,72.478,72.756,73.919,72.86,72.371,72.614
3,71.453,72.523,72.617,70.255,72.201,70.153,73.152,73.438,70.659,72.542,71.914,72.678,70.146,72.38,72.275,70.98,71.135,70.924,73.256,71.743,71.118,70.682,71.835,70.21,72.251,73.012,73.42,72.602,70.904,73.391
4,75.871,76.07,76.955,75.919,73.654,75.588,75.081,76.763,73.462,76.543,76.116,74.392,76.302,73.32,75.533,76.124,76.21,76.441,75.194,75.765,74.446,73.301,74.349,76.795,76.937,76.122,76.889,75.467,73.949,74.393
5,78.402,76.001,78.055,77.559,78.092,77.175,76.948,77.253,76.74,78.941,78.703,76.987,76.006,78.541,76.503,78.711,76.688,78.968,78.201,77.659,78.757,78.93,77.035,78.59,77.996,77.173,78.989,77.92,78.942,78.607
6,67.559,64.398,67.075,63.633,67.518,66.74,64.536,64.563,64.198,65.143,64.924,63.911,67.529,65.075,67.839,63.521,64.695,66.579,65.227,63.387,63.195,66.101,64.475,63.62,66.438,64.69,65.171,63.29,64.445,64.431
7,72.092,71.891,68.212,71.474,72.498,68.739,71.836,67.461,66.719,68.042,69.81,67.875,69.408,69.027,70.968,73.334,70.703,70.07,72.778,70.359,68.434,68.749,68.141,70.149,73.83,69.009,73.372,66.008,70.541,71.526
8,74.453,72.875,75.203,73.813,74.812,75.055,73.219,74.907,72.629,75.158,75.454,73.18,72.731,74.651,74.647,73.428,75.8,73.887,73.75,73.883,73.71,75.023,74.195,73.097,72.435,72.282,73.323,72.592,74.062,72.793
9,72.104,75.73,75.324,72.212,73.322,74.072,72.977,72.997,74.994,72.78,75.07,75.384,73.131,75.064,74.89,74.296,74.365,72.074,72.453,74.201,75.835,72.477,72.018,72.661,74.505,72.314,72.462,74.115,74.78,74.313
10,76.512,79.184,76.811,75.784,76.257,80.713,80.842,77.615,78.611,80.187,76.048,78.276,76.294,75.33,80.165,76.693,79.288,78.051,78.858,79.879,79.017,79.962,80.643,80.944,77.711,75.361,78.526,80.883,80.627,78.506
11,82.452,79.857,80.331,83.647,83.154,80.679,82.66,81.323,80.565,83.551,83.719,82.007,83.359,81.341,83.919,80.245,79.095,79.005,82.544,82.393,83.06,80.037,80.922,81.466,80.393,82.15,83.709,80.2,80.447,80.351
