,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
0,63.988,63.195,62.069,62.298,63.414,64.889,61.145,63.05,61.604,64.405,62.488,62.31,62.021,61.993,62.574,61.969,62.751,64.637,62.303,63.352,64.119,64.447,64.158,64.743,64.845,63.269,64.123,64.475,62.224,62.291
1,66.868,68.478,65.082,67.173,66.675,68.537,65.402,68.447,65.137,65.376,68.353,67.654,67.65,66.666,67.802,67.616,68.758,65.706,66.168,67.6,68.317,66.233,66.994,66.253,68.005,66.339,67.583,67.135,68.252,68.105
2,66.034,67.491,65.704,68.953,68.044,66.437,68.378,66.385,66.667,67.548,67.78,65.327,68.556,65.086,66.764,65.419,66.217,65.532,66.004,68.542,66.862,66.658,68.998,66.179,65.253,65.766,66.052,66.656,67.809,68.172
3,72.328,70.618,71.027,73.92,69.132,70.852,71.663,70.349,71.409,72.721,71.767,70.22,70.176,69.582,71.998,71.099,69.794,72.117,71.395,72.73,71.605,69.618,70.805,69.574,70.905,72.914,73.551,69.813,72.927,72.897
4,76.619,75.559,77.018,80.309,80.784,75.557,78.978,77.121,80.808,76.513,75.391,76.494,79.284,77.465,80.977,75.7,77.199,78.936,75.089,79.359,75.323,78.149,75.643,80.232,80.399,76.781,79.29,78.336,80.083,76.017
5,64.054,64.071,67.404,64.274,65.985,67.655,67.222,65.729,65.439,66.1,66.78,65.819,64.218,64.74,66.525,64.204,64.45,66.205,65.759,65.668,66.9,65.252,65.556,65.339,64.598,67.338,65.505,65.012,64.241,67.332
6,68.923,67.699,69.446,68.928,67.057,67.141,69.882,67.363,67.047,67.169,67.219,69.511,68.121,67.423,69.302,69.763,69.911,67.306,68.267,67.873,69.546,67.474,68.476,69.632,67.501,68.434,67.58,68.101,68.337,68.01
7,74.695,73.484,73.318,73.617,73.997,74.038,72.908,73.153,73.673,74.062,73.101,73.349,74.779,73.076,72.321,73.075,73.298,72.339,72.6,73.094,74.011,72.461,72.623,74.329,73.488,72.148,72.649,72.966,73.183,73.162
8,69.011,69.143,70.158,69.1,69.055,69.638,69.303,69.877,70.574,70.906,69.458,70.675,69.329,69.326,69.309,70.314,70.284,70.385,70.88,69.3,69.748,69.126,69.895,70.054,70.046,70.17,69.715,69.534,69.067,69.814
9,65.239,64.875,64.182,65.128,65.29,65.019,65.614,64.56,64.296,65.482,64.078,64.5,65.493,65.488,65.772,64.786,65.567,65.084,65.923,64.165,64.363,65.73,65.583,65.11,65.18,65.932,65.372,65.584,64.624,65.713
10,54.56,53.25,54.44,45.91,51.07,50.81,51.44,52.41,54.68,47.14,53.37,47.08,50.53,52.98,49.93,51.68,48.15,51.43,47.48,54.86,53.44,46.2,45.06,50.56,52.67,52.74,48.99,53.17,49.43,49.66
11,64.311,66.511,65.508,66.968,67.979,63.586,65.829,64.905,66.551,66.644,66.31,65.931,67.375,65.833,63.862,65.101,63.312,63.833,63.311,68.37,67.445,68.711,66.197,66.737,68.023,65.199,66.086,68.639,67.175,64.037
