,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
0,15.41,16.159,14.597,14.648,14.402,15.57,16.034,14.321,14.231,15.732,14.286,14.833,15.318,15.301,14.502,16.224,15.618,15.324,15.594,15.329,15.82,15.605,15.851,15.346,16.052,14.221,14.53,14.783,15.664,15.47
1,19.549,17.416,18.787,18.062,17.546,18.552,17.163,17.753,19.658,19.596,17.62,18.755,17.954,18.875,19.536,19.583,19.631,17.222,17.823,17.462,17.226,19.317,17.928,19.315,18.982,17.802,19.082,19.789,19.454,18.729
2,22.616,22.188,22.235,21.88,21.138,22.409,20.22,20.868,22.314,21.107,21.785,22.361,20.031,21.662,20.839,21.075,22.835,20.513,20.787,21.235,21.564,22.148,22.469,22.293,21.144,20.552,20.032,20.686,21.661,20.692
3,15.899,15.141,14.729,15.593,15.465,15.165,16.296,15.808,16.617,15.363,16.35,14.366,16.633,14.264,14.574,16.859,15.929,14.578,15.436,15.263,15.142,15.523,17.19,14.519,17.282,17.21,14.51,14.938,14.873,16.548
4,19.061,17.203,18.609,17.291,17.422,18.71,18.788,17.855,18.445,18.888,17.968,18.425,17.359,17.752,18.118,18.08,17.572,18.015,17.496,17.669,18.437,17.647,19.16,18.907,18.677,18.34,19.114,18.897,18.866,18.404
5,23.309,22.604,20.384,21.94,23.378,23.404,22.398,21.421,21.022,21.39,21.862,22.715,24.3,21.357,20.227,23.235,23.195,23.247,24.226,20.751,20.774,23.63,23.807,21.866,22.908,23.964,23.51,23.657,20.503,23.801
6,16.543,18.468,17.958,17.99,17.412,16.376,16.233,16.649,16.156,16.181,16.84,16.287,17.183,17.939,16.775,16.875,18.659,16.611,17.054,16.545,16.647,16.52,17.507,16.854,17.092,18.392,17.413,16.551,16.444,18.232
7,22.516,22.342,23.307,22.799,22.897,23.641,22.493,23.526,22.038,23.934,22.437,23.527,22.851,22.145,22.508,22.465,23.814,22.093,23.682,22.476,23.236,23.019,23.421,23.595,23.902,23.368,23.303,23.224,23.843,22.51
8,25.914,26.028,26.429,25.253,25.698,26.422,25.279,25.588,26.11,26.595,26.444,25.04,26.556,25.186,26.614,25.87,26.131,25.072,25.41,26.42,25.663,26.124,26.083,25.009,26.091,26.63,26.892,25.879,25.57,26.326
9,14.82,15.757,15.171,15.58,16.677,16.607,14.935,15.032,14.052,16.848,15.204,16.124,15.892,16.584,15.745,15.133,16.22,15.624,14.146,16.084,14.695,16.866,14.302,15.102,15.76,16.876,16.985,14.765,15.086,16.904
10,17.568,17.149,16.193,17.545,17.46,17.219,16.045,17.702,16.799,17.297,16.363,18.684,18.999,17.456,18.136,16.216,16.624,17.197,16.596,17.244,16.524,16.905,17.997,16.606,18.32,16.058,16.844,18.085,16.318,17.908
11,21.107,22.265,21.759,22.826,22.291,21.876,21.157,21.678,21.901,22.434,21.597,22.322,21.249,22.655,21.327,22.668,22.818,21.638,21.864,22.221,22.59,22.772,21.627,21.312,22.617,22.376,21.594,22.342,22.312,22.135
