,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
0,75.132,71.368,74.894,70.549,72.825,73.083,70.386,70.211,70.675,72.29,70.777,70.165,71.732,70.576,70.734,73.301,73.411,71.384,70.242,72.87,75.713,72.68,74.824,70.305,74.091,69.31,69.619,74.802,71.326,69.388
1,74.401,77.208,76.142,75.586,75.45,76.607,76.105,77.104,77.153,74.298,75.753,74.635,75.733,74.54,77.164,76.879,77.916,76.912,75.109,75.596,75.098,77.786,77.473,77.052,76.075,77.128,77.303,76.582,75.859,76.753
2,79.061,78.373,81.746,81.778,80.4,79.935,80.519,80.909,78.668,78.562,81.148,78.445,81.473,81.654,79.269,78.192,80.339,80.3,81.78,81.592,81.49,81.275,80.118,81.733,78.13,81.216,81.996,79.953,81.386,80.831
3,64.054,64.071,67.404,64.274,65.985,67.655,67.222,65.729,65.439,66.1,66.78,65.819,64.218,64.74,66.525,64.204,64.45,66.205,65.759,65.668,66.9,65.252,65.556,65.339,64.598,67.338,65.505,65.012,64.241,67.332
4,68.923,67.699,69.446,68.928,67.057,67.141,69.882,67.363,67.047,67.169,67.219,69.511,68.121,67.423,69.302,69.763,69.911,67.306,68.267,67.873,69.546,67.474,68.476,69.632,67.501,68.434,67.58,68.101,68.337,68.01
5,74.695,73.484,73.318,73.617,73.997,74.038,72.908,73.153,73.673,74.062,73.101,73.349,74.779,73.076,72.321,73.075,73.298,72.339,72.6,73.094,74.011,72.461,72.623,74.329,73.488,72.148,72.649,72.966,73.183,73.162
6,85.057,86.164,84.639,86.614,85.417,86.108,85.197,84.909,86.709,84.46,84.703,84.242,85.03,84.27,85.373,85.548,85.464,84.19,84.696,84.352,84.225,85.168,86.132,84.678,86.717,84.996,86.201,85.221,85.181,86.13
7,76.433,74.785,76.266,73.743,75.637,75.039,77.458,76.239,77.53,77.531,72.173,75.354,76.553,75.843,77.141,73.191,73.303,75.062,71.366,76.942,76.05,73.935,76.017,76.333,75.874,78.553,78.486,75.57,74.01,74.84
8,71.785,78.817,77.757,76.839,73.065,76.404,75.305,76.284,76.407,77.025,75.379,71.807,74.235,74.135,71.414,77.99,72.366,74.213,77.101,73.34,79.961,75.145,73.393,72.178,77.789,77.886,75.894,75.098,75.23,79.792
9,63.04,66.999,63.516,64.007,63.376,63.372,63.191,66.928,65.067,63.459,67.772,65.165,64.096,64.273,64.491,64.695,64.11,63.679,67.011,64.678,66.264,63.152,67.882,64.158,64.529,65.049,64.638,64.118,67.649,67.321
10,70.325,71.156,73.207,69.789,73.42,70.399,71.624,70.124,69.591,67.89,70.497,73.748,71.725,69.154,72.441,72.649,67.882,67.462,68.086,67.114,69.392,71.361,69.85,69.875,68.525,71.439,71.453,69.155,72.08,70.664
11,76.026,77.051,79.609,76.941,76.317,80.071,80.425,77.726,78.863,76.082,80.461,77.315,78.251,77.928,80.758,78.506,76.198,78.36,79.859,80.495,76.908,80.711,80.136,78.83,76.712,77.049,78.573,78.093,79.058,77.162
