,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
0,14.7,15.212,17.967,18.191,17.86,17.251,17.783,14.576,16.94,17.236,13.062,13.008,17.256,18.261,17.988,13.036,14.584,15.729,13.315,16.906,14.617,14.64,14.018,17.055,13.827,16.753,13.644,18.103,16.598,18.232
1,15.98,18.728,17.03,17.753,15.538,15.099,19.054,18.73,16.696,14.988,13.413,12.471,16.652,18.79,16.6,14.209,12.967,15.848,12.529,18.106,17.833,15.231,13.572,16.566,17.819,18.549,19.043,14.126,15.097,13.886
2,25.254,19.174,17.886,21.456,25.373,19.332,24.436,25.543,23.176,23.522,22.456,18.247,24.489,20.721,17.875,19.469,23.322,17.595,19.55,23.724,24.416,19.799,20.585,19.989,23.705,21.026,23.498,21.468,25.027,25.674
3,22.375,22.362,20.731,24.574,24.681,24.956,21.701,18.406,21.867,21.444,19.708,18.823,21.122,24.453,17.542,21.163,19.324,25.148,19.178,21.679,20.028,18.709,24.896,25.299,25.57,25.028,20.671,25.021,20.417,24.998
4,19.329,20.421,19.308,20.815,19.765,19.836,19.348,21.872,19.843,25.552,24.95,18.697,23.091,24.842,22.324,21.489,19.321,18.888,21.807,22.063,22.362,25.758,20.554,19.236,20.949,19.923,23.652,24.984,25.605,18.053
5,19.372,21.557,17.257,15.465,19.686,23.925,18.72,22.915,16.698,18.844,23.341,19.017,17.413,18.046,22.888,16.341,20.576,18.645,23.306,20.192,16.52,21.083,21.029,17.566,15.519,22.403,23.131,15.614,15.409,21.281
6,22.491,15.481,15.713,18.318,17.487,21.907,18.515,22.099,20.319,21.794,21.754,23.295,16.144,19.102,22.924,17.827,23.507,20.733,19.787,23.477,17.085,15.441,16.392,15.471,18.275,20.241,22.832,18.487,15.823,23.9
7,17.973,20.546,23.357,17.701,17.224,19.87,19.614,16.264,20.983,22.861,18.085,19.946,23.794,19.939,18.191,21.038,16.41,22.296,21.854,23.87,18.307,20.19,17.579,17.834,20.534,24.027,22.974,20.562,15.696,17.964
8,20.943,23.105,15.941,18.389,18.651,18.525,17.688,18.169,21.6,18.822,17.134,15.856,18.61,23.932,15.496,17.436,19.33,23.539,22.316,19.864,16.987,22.301,18.708,15.548,20.812,18.397,22.961,17.897,19.698,15.94
9,19.59,23.628,17.636,21.006,22.404,23.433,19.282,15.928,19.064,21.983,23.756,16.246,16.236,18.093,19.571,16.046,22.422,16.051,17.232,15.522,21.199,16.555,16.018,23.776,16.666,21.82,18.327,20.874,21.202,17.234
10,19.61,23.851,22.525,21.035,22.414,18.741,21.146,16.786,22.891,23.522,17.132,21.482,15.416,21.27,21.506,21.411,19.17,20.296,17.159,15.471,20.45,22.199,18.289,20.469,22.116,16.997,23.874,17.421,16.948,17.787
11,21.837,23.364,17.435,19.358,19.11,18.978,17.912,23.656,19.802,22.9,17.789,23.735,22.193,18.771,19.922,23.87,18.733,22.148,22.658,19.561,21.359,21.723,17.886,23.316,23.595,20.687,18.105,22.959,23.103,23.213
