,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
0,73.44,73.15,72.86,68.31,69.53,69.21,70.78,68.28,71.09,69.09,73.48,75.06,73.07,73.21,74.78,77.66,73.9,74.3,76.87,77.88,76.45,80.84,75.35,75.59,80.52,78.34,75.86,76.13,78.61,79.26
1,71.956,67.529,69.284,69.287,69.417,70.453,66.218,69.619,67.123,71.413,72.522,69.671,69.807,69.64,71.069,72.342,69.757,69.681,70.692,72.09,74.699,75.788,73.931,76.427,77.296,75.499,76.163,74.358,75.97,74.976
2,69.037,70.195,68.128,70.377,71.508,70.335,70.469,68.393,67.1,67.231,71.342,71.476,72.168,72.781,72.04,72.61,71.167,73.99,75.782,75.717,81.025,80.14,82.359,75.538,82.897,76.918,75.413,79.348,77.971,77.327
3,70.941,71.483,70.797,66.183,66.144,69.844,69.714,70.078,71.877,66.813,72.665,75.967,75.134,70.75,70.16,71.067,75.183,70.002,72.627,75.064,77.592,76.892,78.088,75.306,77.382,75.49,79.69,78.896,80.394,78.272
4,65.44,62.067,63.974,64.381,66.222,61.422,64.384,62.261,66.368,61.74,72.713,71.659,74.014,67.914,67.489,72.982,71.378,68.992,68.139,66.127,79.801,74.562,79.263,78.409,77.469,74.016,77.578,79.484,77.037,77.596
5,56.38,55.18,57.99,59.35,55.51,56.9,57.89,58.19,57.82,55.66,58.66,56.25,58.86,58.62,58.98,59.56,56.33,55.67,56.29,57.24,57.32,56.71,55.58,56.62,56.41,55.02,59.32,58.58,55.31,58.12
6,60.4,62.51,62.55,62.81,60.5,59.06,62.72,59.37,60.58,60.26,60.59,61.15,62.29,62.67,60.36,61.63,60.74,60.54,59.68,61.75,60.95,59.23,59.98,60.02,60.38,61.07,61.36,61.03,62.63,61.8
7,64.82,64.88,64.07,66.02,66.81,65.68,64.53,66.64,65.86,64.51,65.38,66.73,66.07,65.45,65.33,66.61,65.79,66.32,65.39,66.76,65.52,64.94,64.65,64.64,64.22,64.95,66.54,65.83,66.98,66.24
8,79.78,82.083,79.537,81.834,81.315,82.529,82.707,79.675,82.048,78.126,80.127,79.475,79.529,82.188,80.158,80.547,79.02,78.97,78.935,81.829,82.836,81.481,79.811,80.598,82.455,80.269,81.278,81.241,81.766,81.601
9,85.21,85.372,83.66,82.232,82.602,85.705,85.036,83.292,84.77,85.113,84.585,83.811,83.752,82.42,86.445,83.846,83.881,82.619,86.189,86.243,83.55,83.473,84.715,85.538,83.548,82.338,85.939,84.197,85.534,83.99
10,89.101,89.298,91.157,89.4,87.743,88.194,89.651,88.044,86.957,88.648,87.734,88.601,89.206,90.67,90.924,88.291,89.613,90.505,86.948,87.983,89.162,89.284,87.178,86.032,87.567,87.285,90.74,89.26,90.382,88.122
11,72.386,71.818,71.986,71.287,72.849,72.157,71.496,72.38,72.964,72.245,71.968,72.708,71.966,71.894,72.83,71.234,72.719,72.208,72.361,72.188,71.311,72.592,72.958,71.526,72.742,71.699,71.721,71.428,71.191,71.682
