,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
0,53.181,52.974,50.22,50.092,50.584,50.633,52.367,51.505,50.079,52.572,53.214,53.83,51.531,50.206,50.308,52.723,50.728,52.184,53.829,50.639,52.199,52.279,51.093,50.7,52.023,53.564,52.409,53.724,53.863,51.267
1,55.65,56.865,55.05,56.225,55.959,56.922,55.732,56.629,55.513,55.563,55.944,55.999,56.522,55.14,55.256,56.35,56.873,56.001,55.529,55.157,56.427,56.927,55.364,55.688,55.371,55.275,56.27,56.886,55.726,55.667
2,60.643,60.528,59.885,59.781,59.563,59.5,60.098,58.992,58.81,59.383,58.676,59.838,58.65,58.499,58.524,59.264,60.275,58.722,60.772,59.654,58.689,60.909,60.486,58.486,58.061,59.103,59.675,58.912,59.095,60.979
3,63.172,64.018,64.503,63.807,63.555,64.931,63.272,64.879,63.784,64.11,63.166,64.708,64.024,64.492,64.781,63.579,63.524,63.996,63.33,63.323,63.234,64.965,63.83,63.867,64.536,64.191,63.053,63.346,63.186,64.098
4,64.254,66.453,66.34,65.31,65.523,64.578,64.036,65.423,65.448,65.886,66.674,66.148,66.89,64.762,64.978,65.355,64.639,66.317,64.738,66.256,64.572,65.394,64.433,66.448,65.382,64.611,66.95,65.7,64.985,64.898
5,69.501,68.667,69.981,69.01,69.589,70.578,68.501,68.884,68.633,70.794,70.329,70.318,70.338,69.363,68.759,68.2,68.09,68.785,70.405,68.168,69.279,68.605,69.854,70.217,68.985,68.177,70.091,68.25,68.509,69.497
6,61.09,60.051,61.981,59.502,59.608,59.94,59.26,61.409,61.277,61.997,61.168,59.425,61.241,60.477,59.75,61.252,59.632,60.656,61.454,59.659,59.251,61.476,61.938,60.196,59.072,60.175,61.057,61.382,60.786,60.588
7,65.239,64.875,64.182,65.128,65.29,65.019,65.614,64.56,64.296,65.482,64.078,64.5,65.493,65.488,65.772,64.786,65.567,65.084,65.923,64.165,64.363,65.73,65.583,65.11,65.18,65.932,65.372,65.584,64.624,65.713
8,69.011,69.143,70.158,69.1,69.055,69.638,69.303,69.877,70.574,70.906,69.458,70.675,69.329,69.326,69.309,70.314,70.284,70.385,70.88,69.3,69.748,69.126,69.895,70.054,70.046,70.17,69.715,69.534,69.067,69.814
9,59.984,63.217,59.111,63.374,60.214,61.183,61.845,60.987,62.046,62.484,62.857,62.818,59.061,59.248,59.1,62.978,61.723,62.979,61.504,61.406,59.775,61.615,59.137,59.254,62.813,63.386,59.73,63.02,62.764,62.247
10,63.958,64.573,66.235,65.642,64.721,65.43,65.491,64.498,65.937,63.427,64.928,65.364,66.705,65.422,63.276,65.662,64.339,63.579,64.938,63.717,64.97,65.893,66.213,65.166,65.076,63.472,65.484,64.959,64.808,66.904
11,67.783,69.13,67.569,68.727,68.403,69.616,69.462,69.435,68.169,68.855,67.536,68.073,69.525,69.674,67.533,68.966,69.359,69.522,67.775,69.007,68.397,68.406,68.179,69.528,67.598,68.307,69.884,69.767,69.194,69.018
