,AQ,ADF,EIDIG,AQ_H,ADF_H,EIDIG_H,AQ_S,ADF_S,EIDIG_S,AQ_L,ADF_L,EIDIG_L
0,64.099,65.262,67.216,60.4,60.59,60.95,56.75,57.34,57.11,68.923,67.219,69.546
1,64.046,65.792,67.667,62.51,61.15,59.23,55.0,57.7,58.04,67.699,69.511,67.474
2,64.089,65.538,67.721,62.55,62.29,59.98,59.33,58.23,57.62,69.446,68.121,68.476
3,64.282,64.866,67.422,62.81,62.67,60.02,57.04,57.43,55.36,68.928,67.423,69.632
4,63.902,65.498,67.268,60.5,60.36,60.38,57.18,57.8,55.75,67.057,69.302,67.501
5,63.739,65.116,67.588,59.06,61.63,61.07,55.11,55.95,58.0,67.141,69.763,68.434
6,64.135,65.704,67.646,62.72,60.74,61.36,56.38,56.76,59.95,69.882,69.911,67.58
7,63.719,65.915,67.596,59.37,60.54,61.03,57.78,59.62,58.43,67.363,67.306,68.101
8,64.18,65.612,67.361,60.58,59.68,62.63,55.5,55.82,55.32,67.047,68.267,68.337
9,64.086,65.767,67.5,60.26,61.75,61.8,59.01,59.17,56.05,67.169,67.873,68.01
