,AQ,ADF,EIDIG,AQ_H,ADF_H,EIDIG_H,AQ_S,ADF_S,EIDIG_S,AQ_L,ADF_L,EIDIG_L
0,71.025,76.726,80.292,70.941,72.665,77.592,75.837,74.257,74.172,72.328,71.767,71.605
1,70.813,76.038,80.77,71.483,75.967,76.892,75.662,75.761,76.03,70.618,70.22,69.618
2,70.884,75.853,80.576,70.797,75.134,78.088,76.381,75.813,74.291,71.027,70.176,70.805
3,71.029,76.277,80.38,66.183,70.75,75.306,76.58,74.296,74.613,73.92,69.582,69.574
4,71.657,76.312,80.284,66.144,70.16,77.382,76.675,75.418,74.124,69.132,71.998,70.905
5,70.887,75.731,80.34,69.844,71.067,75.49,74.511,75.846,76.643,70.852,71.099,72.914
6,71.143,75.99,80.415,69.714,75.183,79.69,76.665,75.914,74.525,71.663,69.794,73.551
7,70.977,76.369,80.421,70.078,70.002,78.896,74.247,74.323,75.051,70.349,72.117,69.813
8,71.128,75.685,80.735,71.877,72.627,80.394,74.795,75.327,76.629,71.409,71.395,72.927
9,71.181,75.751,80.066,66.813,75.064,78.272,76.566,75.891,74.338,72.721,72.73,72.897
