,AQ,ADF,EIDIG,AQ_H,ADF_H,EIDIG_H,AQ_S,ADF_S,EIDIG_S,AQ_L,ADF_L,EIDIG_L
0,61.566,63.974,69.068,56.38,58.66,57.32,54.56,53.37,53.44,64.054,66.78,66.9
1,62.159,64.374,68.549,55.18,56.25,56.71,53.25,47.08,46.2,64.071,65.819,65.252
2,61.903,63.726,68.549,57.99,58.86,55.58,54.44,50.53,45.06,67.404,64.218,65.556
3,61.766,64.425,69.06,59.35,58.62,56.62,45.91,52.98,50.56,64.274,64.74,65.339
4,62.07,63.912,68.303,55.51,58.98,56.41,51.07,49.93,52.67,65.985,66.525,64.598
5,62.095,63.747,67.832,56.9,59.56,55.02,50.81,51.68,52.74,67.655,64.204,67.338
6,61.936,63.512,68.227,57.89,56.33,59.32,51.44,48.15,48.99,67.222,64.45,65.505
7,62.029,63.974,68.907,58.19,55.67,58.58,52.41,51.43,53.17,65.729,66.205,65.012
8,61.643,64.321,67.983,57.82,56.29,55.31,54.68,47.48,49.43,65.439,65.759,64.241
9,61.63,64.229,68.737,55.66,57.24,58.12,47.14,54.86,49.66,66.1,65.668,67.332
