,AQ,ADF,EIDIG,AQ_H,ADF_H,EIDIG_H,AQ_S,ADF_S,EIDIG_S,AQ_L,ADF_L,EIDIG_L
0,88.651,89.337,90.855,72.386,71.968,71.311,60.685,57.865,58.494,64.311,66.31,67.445
1,88.292,88.887,90.824,71.818,72.708,72.592,59.094,58.327,61.196,66.511,65.931,68.711
2,88.166,88.869,91.015,71.986,71.966,72.958,58.78,58.753,60.983,65.508,67.375,66.197
3,88.311,88.95,91.244,71.287,71.894,71.526,61.096,58.141,61.291,66.968,65.833,66.737
4,88.472,88.739,90.748,72.849,72.83,72.742,57.845,57.886,58.498,67.979,63.862,68.023
5,88.364,89.2,91.161,72.157,71.234,71.699,59.448,58.917,61.081,63.586,65.101,65.199
6,88.608,88.852,91.103,71.496,72.719,71.721,58.582,57.001,60.596,65.829,63.312,66.086
7,88.765,89.276,90.86,72.38,72.208,71.428,60.868,59.279,61.977,64.905,63.833,68.639
8,88.367,89.015,91.124,72.964,72.361,71.191,59.524,58.428,58.914,66.551,63.311,67.175
9,88.544,89.264,90.935,72.245,72.188,71.682,57.566,60.718,61.892,66.644,68.37,64.037
