,0,1,2,3,4,5,6,7,8,9
0,-0.3124676103974034,-0.40530113617422353,0.04988377625641352,-0.660756984789388,-0.5298226792376208,-0.632208675412996,-0.2787430258177333,-0.6144735685689782,-0.5943988338227763,-0.4435958747389891
1,-0.41362924171205007,0.02611170207929884,-0.5611227789445612,-0.631408595404995,-0.7337824691560066,-0.7240724072407241,-0.21620343852567075,-0.7499537832571137,-0.7675191761600403,-0.718835519915628
2,-0.7613003724614887,-0.4140656489891414,-0.09559743853173197,0.1870853752041871,-0.4923037758321287,-0.6336754887609973,-0.791218515790973,-0.19159491706746434,-0.17799355693145072,-0.7701133749738611
3,-0.6133946728006134,-0.7543057336036634,-0.5997690678158726,-0.4397166989426216,-0.7096224773992551,-0.7069555440392525,-0.7617973918603982,-0.3609451854276337,-0.006133946728006135,-0.5642503644303825
4,-0.5666142371812939,-0.4165871132567802,-0.38853582327929764,-0.09260319971391079,-0.3326150796897872,-0.5544433231201908,-0.5337867120045339,-0.6898144359890536,-0.7301942315443667,-0.35048353320180503
5,-0.3297663099643298,-0.5522612867347341,-0.6179769492100725,-0.731939860652732,-0.2719302233253629,-0.46129461430991586,-0.6981304191025164,-0.24166052968933258,-0.7449229771461996,-0.38280191655529194
6,-0.5331563459376241,-0.5430724890670886,-0.739358784363285,-0.6587810296181134,-0.6986516833501533,-0.23127161200968585,-0.6532289592595624,-0.3224564880730498,-0.5050565662626869,-0.6795346201286796
7,-0.7139623053214413,-0.3615149393727252,-0.6058787696951513,-0.709731579218528,0.12683692611685413,-0.6482951325435575,-0.5114087166292387,-0.705973627665797,-0.08479635842372117,-0.5369021750659915
8,-0.7389223770861936,0.09289413789863836,-0.16334966830016334,-0.6880930517294155,-0.403385793124767,-0.011201120112011203,-0.503226080183776,-0.31531638012286084,-0.3204199207799568,-0.5661535850554753
9,-0.6834865304712291,-0.7430197565211066,-0.670382189734125,-0.4614158385535524,-0.4381286613509836,-0.7612640051883977,-0.7411286583203776,-0.5419087363281783,-0.42082996178405724,-0.7360129952389178
10,-0.41478087202659664,-0.40045216642876413,-0.7294668860825477,-0.6665999933326666,-0.5847251391805848,-0.28462240163410285,-0.7458927710952915,-0.5342473641303525,-0.5280043155830735,0.034330705797852516
11,-0.5670870117314762,-0.5777062554740323,-0.19260107828964718,-0.7122287986374396,0.2187612700664006,-0.6161949528286162,-0.7965281376622512,-0.6865171365621411,-0.7158655259465341,-0.7574454415138484
