,0,1,2,3,4,5,6,7,8,9
0,-0.7163383004967163,-0.6530713677428349,-0.0419799555713147,-0.24592762306533686,-0.6368515639442732,-0.35163516351635166,-0.662999633296663,-0.7368251976712823,-0.4549182190946368,-0.6846624056345029
1,-0.2783793530868239,-0.6285234584064467,-0.09239711849972876,-0.5800822506493074,-0.7564756475647565,-0.6372637263726373,-0.30632154124503364,-0.7198780484109016,-0.6869777886879598,-0.6844805692690482
2,-0.5775607863816685,-0.5325502247194417,-0.6529016538017439,-0.2884894550061067,-0.15167577363796986,-0.15972506341543247,-0.5961565853555053,-0.7064342797916157,-0.3771286219531044,-0.4695499853015605
3,-0.5682143971972955,-0.3163346637694073,-0.1707807144350799,-0.5046444038343229,-0.6735340200686736,-0.6111762691420658,0.11545396963938818,-0.5446362818099992,-0.736109974633827,-0.7345461818909165
4,-0.023505380841114417,-0.10375583012846741,-0.6622844102592078,-0.7250058339167251,0.032015322744395655,-0.7055857100861601,-0.7100588846763465,-0.7198538035621744,-0.7019126155039748,-0.7654704864425838
5,-0.7296729672967297,-0.6455675870617364,-0.7327035733876418,-0.2708149602839072,-0.3612482460367249,-0.12614594792812614,-0.7251270581603615,-0.7388738873887389,-0.1186057999739368,-0.6218318801577128
6,-0.16492558346743766,-0.5928471635042293,-0.4134110380735044,-0.7354189964450991,-0.3071458661017617,-0.6446099155370083,-0.49931053711431755,-0.7441228971381987,-0.7156473223079884,-0.7277091345498187
7,-0.1799695121027254,-0.652659205314471,-0.697766746371607,-0.3878206002418424,-0.7386193164771023,-0.24289701697442473,-0.7253937514963619,-0.6612418817639341,-0.5145484245394236,-0.7070282785854344
8,-0.6733521837032189,-0.43683156194407324,-0.3268690505414178,-0.5588680080129226,-0.6436279991635528,-0.2040446468889313,-0.7873635848433329,-0.37757715165455946,-0.23604784720896335,-0.5795367415529432
9,-0.6675212975843039,-0.7179263380883544,-0.6961059742337872,-0.529883291359439,-0.6315419420729953,-0.5643109765522007,-0.7025672264196117,-0.09156067121863702,-0.1270793746041271,-0.4206602478429662
10,-0.15439119669542714,-0.6603569447853876,-0.7458079141247458,-0.737940460712738,-0.24320007758351594,-0.7757866695760486,-0.3053275024472144,-0.7155139756399882,-0.5241615070597969,-0.08267493416008269
11,-0.3833595480760198,-0.440771349862259,-0.3014604490752106,0.0056732946021874914,-0.2655901953831747,-0.6861655862555953,-0.30518203335485067,-0.290962429576291,-0.7342916109792798,-0.5784820906333058
