,0,1,2,3,4,5,6,7,8,9
0,-0.21228789545621232,-0.7460624850363825,-0.44726896932117455,-0.7494931311312951,-0.39443944394439445,-0.14041404140414043,-0.5207066161161571,-0.6396033542748215,-0.096009600960096,-0.7151503029090789
1,-0.21607009185767062,-0.7604760476047606,-0.7386556837501932,-0.5803246991365804,-0.7499659056814774,-0.14932402331142205,-0.3853476256716581,-0.7062524434261608,-0.13070397948885798,-0.24769749702242952
2,-0.40185836765494737,-0.4051677895062234,-0.6861655862555953,-0.680140741346862,-0.6669879109123034,-0.6380395615319108,-0.7729985119724094,-0.14131110080705042,-0.7536511226880265,-0.4696469646964697
3,-0.7307154957920036,-0.616097973433707,-0.32997239117851185,-0.5626623268387445,-0.6757766685759485,-0.5083174984165084,-0.45742756093791204,-0.4943767103983126,-0.09230013910481959,-0.5659111365682022
4,-0.649483130131195,-0.653932059872654,-0.2919928356472011,-0.4055678295102238,-0.6436158767391891,-0.4290853327757019,-0.7942854891549762,-0.7379768279858289,-0.6411792694420958,-0.6640664066406641
5,-0.6309843105522673,-0.6779587049614053,0.0657035400509748,-0.054575154485145494,-0.7396618449723761,-0.4745565465637473,-0.7443774680498353,-0.5883012543678611,-0.577924459112578,-0.10483472589683213
6,-0.07420135952989239,-0.4812481248124813,-0.48913982307321646,-0.5344170780714436,-0.7264847696890901,-0.4438140783775347,-0.49629205344776905,-0.07726833289389547,-0.7699679058814973,-0.6589143762861135
7,-0.2937263423312028,-0.0067279455218249105,-0.7667069737276758,-0.6535320198686536,0.014765112874923858,-0.6968090748468787,-0.5286225592256196,-0.018038167453108947,-0.7439531831971077,-0.16110701979288838
8,-0.7115256980243478,-0.7585728269796677,-0.20499019598929594,-0.7252967721014527,-0.41102292047386557,-0.7392739273927392,-0.4298248006618844,-0.37288577342582746,-0.5926774495631382,-0.4707258604648344
9,-0.7334430412738244,-0.6310449226740856,-0.5317622671358045,-0.42320595695933233,-0.74904460142984,-0.7595668657774869,-0.593441162298048,-0.32848133298178306,-0.1870853752041871,-0.45301499846954396
10,-0.6117096558140663,-0.3882085178214792,-0.5938412023020484,-0.09177887485718271,-0.44324432443244327,-0.14891186088305802,0.01072834556182891,-0.737904093439647,-0.11661772237829844,-0.5130088766452403
11,-0.7661978319044027,-0.6904690469046905,-0.6293114159900839,-0.7205690265996297,-0.046271293796046276,-0.5819127367282183,-0.7503538232611141,-0.6602478429661149,-0.3262144396257807,-0.4746171586855656
