,AQ,ADF,EIDIG,AQ_H,ADF_H,EIDIG_H,AQ_S,ADF_S,EIDIG_S,AQ_L,ADF_L,EIDIG_L
0,19.83,18.494,16.311,14.7,13.062,14.617,15.41,14.286,15.82,12.427,12.403,13.903
1,19.855,18.288,16.524,15.212,13.008,14.64,16.159,14.833,15.605,13.632,12.621,13.531
2,19.422,18.446,16.147,17.967,17.256,14.018,14.597,15.318,15.851,12.96,13.323,12.76
3,19.716,18.429,15.963,18.191,18.261,17.055,14.648,15.301,15.346,12.127,13.48,12.422
4,19.188,18.376,16.774,17.86,17.988,13.827,14.402,14.502,16.052,13.814,13.011,13.27
5,19.492,18.366,16.482,17.251,13.036,16.753,15.57,16.224,14.221,13.343,12.373,12.109
6,19.731,18.298,16.264,17.783,14.584,13.644,16.034,15.618,14.53,13.124,12.638,12.19
7,19.378,18.223,16.585,14.576,15.729,18.103,14.321,15.324,14.783,13.537,12.724,13.252
8,19.441,18.368,16.488,16.94,13.315,16.598,14.231,15.594,15.664,12.932,13.031,13.84
9,19.454,18.42,16.11,17.236,16.906,18.232,15.732,15.329,15.47,12.025,13.243,13.621
