,AQ,ADF,EIDIG,AQ_H,ADF_H,EIDIG_H,AQ_S,ADF_S,EIDIG_S,AQ_L,ADF_L,EIDIG_L
0,20.715,19.955,17.101,17.973,18.085,18.307,22.516,22.437,23.236,24.247,23.636,25.815
1,20.65,19.59,17.363,20.546,19.946,20.19,22.342,23.527,23.019,26.575,25.695,25.417
2,20.424,19.214,17.577,23.357,23.794,17.579,23.307,22.851,23.421,27.615,27.748,23.128
3,20.205,19.045,17.927,17.701,19.939,17.834,22.799,22.145,23.595,23.457,25.853,24.412
4,20.643,19.398,17.521,17.224,18.191,20.534,22.897,22.508,23.902,27.554,26.633,26.274
5,20.406,19.725,17.718,19.87,21.038,24.027,23.641,22.465,23.368,23.397,25.673,23.225
6,20.632,20.046,17.33,19.614,16.41,22.974,22.493,23.814,23.303,27.685,27.048,26.403
7,20.987,19.688,16.93,16.264,22.296,20.562,23.526,22.093,23.224,23.364,27.478,26.241
8,20.385,19.199,17.107,20.983,21.854,15.696,22.038,23.682,23.843,24.834,22.34,23.635
9,19.971,19.182,17.22,22.861,23.87,17.964,23.934,22.476,22.51,25.487,23.548,24.67
