,AQ,ADF,EIDIG,AQ_H,ADF_H,EIDIG_H,AQ_S,ADF_S,EIDIG_S,AQ_L,ADF_L,EIDIG_L
0,21.176,19.721,18.845,25.254,22.456,24.416,22.616,21.785,21.564,25.714,24.856,24.945
1,21.211,20.296,17.793,19.174,18.247,19.799,22.188,22.361,22.148,24.465,22.498,24.15
2,21.485,20.568,18.5,17.886,24.489,20.585,22.235,20.031,22.469,23.866,25.572,24.557
3,21.369,19.976,18.801,21.456,20.721,19.989,21.88,21.662,22.293,25.519,24.091,24.897
4,21.25,20.16,18.145,25.373,17.875,23.705,21.138,20.839,21.144,23.377,24.246,24.445
5,20.732,20.504,18.422,19.332,19.469,21.026,22.409,21.075,20.552,23.513,23.337,23.735
6,21.801,20.351,18.656,24.436,23.322,23.498,20.22,22.835,20.032,24.992,24.351,25.167
7,21.486,19.774,18.74,25.543,17.595,21.468,20.868,20.513,20.686,23.534,24.162,24.615
8,21.868,19.904,18.218,23.176,19.55,25.027,22.314,20.787,21.661,24.34,23.417,23.796
9,21.328,20.027,18.714,23.522,23.724,25.674,21.107,21.235,20.692,24.942,24.324,25.805
