,AQ,ADF,EIDIG,AQ_H,ADF_H,EIDIG_H,AQ_S,ADF_S,EIDIG_S,AQ_L,ADF_L,EIDIG_L
0,16.289,12.994,10.152,22.375,19.708,20.028,15.899,16.35,15.142,14.001,15.808,15.565
1,16.443,13.089,10.399,22.362,18.823,18.709,15.141,14.366,15.523,15.929,13.377,13.685
2,16.278,12.906,10.413,20.731,21.122,24.896,14.729,16.633,17.19,14.702,13.039,15.731
3,15.948,13.22,10.27,24.574,24.453,25.299,15.593,14.264,14.519,15.835,13.821,13.56
4,15.756,12.757,10.728,24.681,17.542,25.57,15.465,14.574,17.282,13.046,15.35,13.054
5,16.28,13.344,10.56,24.956,21.163,25.028,15.165,16.859,17.21,15.336,15.687,13.058
6,16.091,13.356,10.33,21.701,19.324,20.671,16.296,15.929,14.51,13.709,15.436,14.966
7,16.043,12.672,10.361,18.406,25.148,25.021,15.808,14.578,14.938,16.513,16.894,14.597
8,16.284,12.915,10.897,21.867,19.178,20.417,16.617,15.436,14.873,13.323,14.92,15.786
9,15.868,12.868,10.383,21.444,21.679,24.998,15.363,15.263,16.548,16.574,15.88,15.351
