,AQ,ADF,EIDIG,AQ_H,ADF_H,EIDIG_H,AQ_S,ADF_S,EIDIG_S,AQ_L,ADF_L,EIDIG_L
0,20.452,19.611,18.122,20.943,17.134,16.987,25.914,26.444,25.663,30.531,27.506,27.28
1,20.384,19.343,17.743,23.105,15.856,22.301,26.028,25.04,26.124,28.655,28.247,30.247
2,20.463,19.081,18.243,15.941,18.61,18.708,26.429,26.556,26.083,29.48,29.332,27.803
3,20.161,19.732,17.807,18.389,23.932,15.548,25.253,25.186,25.009,28.901,29.669,29.645
4,20.428,19.392,18.081,18.651,15.496,20.812,25.698,26.614,26.091,30.782,28.111,28.596
5,20.535,19.477,18.186,18.525,17.436,18.397,26.422,25.87,26.63,30.498,28.031,30.962
6,20.406,19.416,18.234,17.688,19.33,22.961,25.279,26.131,26.892,30.198,29.5,30.399
7,20.253,19.755,18.218,18.169,23.539,17.897,25.588,25.072,25.879,28.551,27.184,28.363
8,20.571,19.587,17.925,21.6,22.316,19.698,26.11,25.41,25.57,28.283,28.253,27.944
9,20.553,19.641,18.169,18.822,19.864,15.94,26.595,26.42,26.326,28.711,28.297,28.323
