,AQ,ADF,EIDIG,AQ_H,ADF_H,EIDIG_H,AQ_S,ADF_S,EIDIG_S,AQ_L,ADF_L,EIDIG_L
0,19.931,18.895,17.164,22.491,21.754,17.085,16.543,16.84,16.647,19.435,19.504,18.818
1,20.457,18.758,17.376,15.481,23.295,15.441,18.468,16.287,16.52,18.468,20.841,20.735
2,20.216,19.493,17.05,15.713,16.144,16.392,17.958,17.183,17.507,19.091,19.459,18.188
3,19.941,18.457,17.43,18.318,19.102,15.471,17.99,17.939,16.854,20.326,17.894,20.958
4,20.21,18.758,17.613,17.487,22.924,18.275,17.412,16.775,17.092,18.75,18.656,20.291
5,19.613,18.699,17.297,21.907,17.827,20.241,16.376,16.875,18.392,17.958,18.217,18.272
6,20.239,18.813,16.911,18.515,23.507,22.832,16.233,18.659,17.413,17.367,18.052,18.313
7,20.313,19.207,17.418,22.099,20.733,18.487,16.649,16.611,16.551,18.107,19.006,17.198
8,19.484,19.108,16.525,20.319,19.787,15.823,16.156,17.054,16.444,18.711,18.574,20.065
9,20.311,19.124,16.771,21.794,23.477,23.9,16.181,16.545,18.232,19.295,17.813,19.289
