,AQ,ADF,EIDIG,AQ_H,ADF_H,EIDIG_H,AQ_S,ADF_S,EIDIG_S,AQ_L,ADF_L,EIDIG_L
0,21.749,21.576,19.647,19.61,17.132,20.45,17.568,16.363,16.524,24.667,23.516,23.805
1,21.938,20.777,19.646,23.851,21.482,22.199,17.149,18.684,16.905,23.974,22.493,24.424
2,21.772,20.905,19.619,22.525,15.416,18.289,16.193,18.999,17.997,22.284,22.607,22.307
3,21.814,20.728,19.839,21.035,21.27,20.469,17.545,17.456,16.606,22.349,23.447,24.452
4,21.96,21.141,19.37,22.414,21.506,22.116,17.46,18.136,18.32,22.911,22.816,24.078
5,22.068,20.544,20.022,18.741,21.411,16.997,17.219,16.216,16.058,22.061,22.839,23.71
6,21.568,21.831,19.478,21.146,19.17,23.874,16.045,16.624,16.844,24.191,24.001,24.138
7,21.642,20.96,19.563,16.786,20.296,17.421,17.702,17.197,18.085,24.594,22.662,22.445
8,22.135,20.294,19.222,22.891,17.159,16.948,16.799,16.596,16.318,23.265,23.765,24.875
9,22.366,20.646,19.204,23.522,15.471,17.787,17.297,17.244,17.908,23.004,23.721,23.993
