,AQ,ADF,EIDIG,AQ_H,ADF_H,EIDIG_H,AQ_S,ADF_S,EIDIG_S,AQ_L,ADF_L,EIDIG_L
0,18.72,15.64,13.799,17.619,12.402,16.3,13.959,13.385,14.529,14.304,12.068,12.677
1,17.85,16.665,14.363,13.416,16.457,14.419,13.229,14.132,13.326,13.909,12.806,12.936
2,18.168,16.412,14.557,15.251,13.783,14.964,14.845,13.567,14.927,14.183,14.581,13.545
3,18.179,16.107,14.409,17.536,18.348,17.66,14.276,13.844,14.501,13.238,13.699,13.362
4,18.654,16.483,14.464,16.776,17.115,16.791,15.292,14.79,13.67,14.778,14.136,14.95
5,18.456,16.708,14.613,13.888,18.009,17.727,13.876,13.448,15.116,13.42,14.893,14.301
6,18.282,16.413,13.862,15.608,16.607,16.526,14.153,14.948,15.237,13.879,13.152,12.098
7,18.583,16.357,14.584,16.572,17.594,16.617,14.956,15.264,13.75,12.533,13.28,12.74
8,18.895,16.175,14.827,14.966,18.815,14.328,14.816,15.068,14.521,14.788,13.27,14.61
9,18.551,16.631,14.736,13.875,18.172,16.983,14.969,14.133,13.421,13.656,13.73,13.294
