,AQ,ADF,EIDIG,AQ_H,ADF_H,EIDIG_H,AQ_S,ADF_S,EIDIG_S,AQ_L,ADF_L,EIDIG_L
0,16.997,16.376,14.065,15.975,14.742,12.233,17.715,18.727,18.084,17.016,14.651,16.001
1,17.46,16.475,14.242,15.4,17.387,15.322,18.594,18.045,17.617,15.081,14.658,16.781
2,17.918,16.694,14.156,14.379,12.974,17.569,17.146,18.882,16.937,15.18,15.963,17.362
3,17.818,16.651,14.198,16.638,15.174,14.627,17.863,18.733,18.549,15.669,15.841,17.907
4,17.424,16.776,14.31,13.626,17.738,15.221,18.219,17.535,18.841,14.338,15.141,16.3
5,17.443,15.992,14.082,14.152,12.981,12.539,17.168,18.571,17.707,15.66,17.638,15.25
6,17.377,16.935,13.91,17.164,12.518,16.735,18.533,18.815,18.777,15.966,17.434,15.783
7,17.511,16.277,14.316,15.498,13.768,15.069,17.556,18.73,17.008,17.455,15.668,15.074
8,17.938,16.518,14.028,12.004,13.34,17.959,18.874,17.253,17.635,16.441,14.992,14.502
9,17.303,16.553,13.688,15.539,13.878,13.766,16.951,17.469,18.737,14.031,15.811,14.672
