,AQ,ADF,EIDIG,AQ_H,ADF_H,EIDIG_H,AQ_S,ADF_S,EIDIG_S,AQ_L,ADF_L,EIDIG_L
0,16.267,13.958,12.022,16.636,18.549,12.769,15.521,17.281,16.457,18.716,16.2,18.151
1,15.689,14.09,12.071,12.596,14.462,12.792,16.663,16.272,16.257,19.721,19.653,17.879
2,16.688,14.29,11.394,16.16,17.072,14.993,15.553,17.046,17.427,18.357,17.638,19.161
3,16.091,14.414,11.737,14.154,18.847,15.531,17.144,17.684,16.139,16.756,19.784,16.04
4,16.081,14.306,12.745,15.48,18.654,12.674,15.198,15.536,16.444,20.045,16.829,19.302
5,16.218,13.946,11.87,13.4,13.689,13.165,16.143,15.877,18.453,20.577,19.69,20.851
6,16.114,13.751,12.191,13.974,14.658,12.036,18.373,16.501,16.304,16.42,20.957,18.32
7,16.071,13.834,12.068,17.081,16.757,15.083,17.811,15.989,16.867,18.388,17.788,16.544
8,15.929,14.097,12.171,15.114,18.806,15.944,15.7,15.839,15.276,16.097,17.646,16.395
9,16.451,13.636,11.931,18.516,12.241,18.927,16.989,17.244,18.841,19.155,20.558,20.59
