,AQ,ADF,EIDIG,AQ_H,ADF_H,EIDIG_H,AQ_S,ADF_S,EIDIG_S,AQ_L,ADF_L,EIDIG_L
0,16.536,14.32,12.656,16.118,17.075,14.556,13.977,12.636,11.321,12.444,11.49,12.879
1,16.375,14.718,13.268,15.683,14.513,17.385,11.171,13.542,12.163,10.215,12.253,11.598
2,16.86,14.479,12.866,13.042,16.235,18.861,11.796,11.865,12.863,11.482,10.111,12.522
3,16.094,14.781,12.735,15.655,12.562,15.396,11.195,11.695,12.575,11.449,12.882,11.307
4,16.267,14.092,12.969,18.888,14.993,17.169,12.347,13.125,11.284,12.015,11.401,10.95
5,16.478,14.19,13.161,15.236,14.239,13.387,13.203,13.992,13.896,11.674,11.546,12.922
6,16.676,14.511,12.881,12.707,18.523,13.299,13.103,11.85,11.87,11.596,12.236,11.759
7,16.619,14.924,13.105,15.35,13.757,16.537,13.39,13.898,11.216,12.221,10.068,11.633
8,16.495,14.245,12.853,12.848,13.667,17.572,12.209,13.617,12.386,11.791,12.454,10.176
9,16.267,14.753,13.223,16.301,13.062,16.716,13.627,11.634,13.077,12.032,12.378,12.183
