,AQ,ADF,EIDIG,AQ_H,ADF_H,EIDIG_H,AQ_S,ADF_S,EIDIG_S,AQ_L,ADF_L,EIDIG_L
0,17.908,14.923,14.177,18.043,14.867,17.215,16.122,16.75,17.646,16.535,16.288,16.653
1,18.213,14.712,14.303,13.452,15.293,15.876,15.848,17.212,16.602,17.717,17.682,16.115
2,17.859,15.028,14.144,14.116,13.751,14.23,16.956,15.416,17.09,14.847,14.612,17.66
3,17.866,14.732,14.317,14.737,14.564,13.761,17.681,17.035,15.466,15.077,15.469,17.23
4,18.507,15.261,14.234,13.964,15.377,16.763,15.986,17.719,17.643,14.219,16.778,17.789
5,17.823,14.784,13.942,12.47,14.962,13.918,15.156,17.675,16.054,15.75,16.403,14.94
6,17.959,15.043,13.488,16.017,16.738,16.533,15.024,17.514,17.341,15.489,17.167,15.222
7,17.786,14.756,13.975,18.492,14.464,15.268,17.182,16.378,16.152,16.028,14.922,14.757
8,17.576,14.944,14.316,14.492,15.428,16.681,16.019,15.442,16.671,16.749,14.362,14.753
9,18.552,15.265,13.867,13.002,12.476,16.536,16.424,16.362,15.369,16.759,15.922,15.882
