,AQ,ADF,EIDIG,AQ_H,ADF_H,EIDIG_H,AQ_S,ADF_S,EIDIG_S,AQ_L,ADF_L,EIDIG_L
0,14.62,11.345,9.235,11.536,11.754,15.658,12.515,9.77,13.035,17.668,17.484,20.197
1,14.624,11.633,9.452,9.801,12.42,11.897,12.315,11.374,13.101,18.306,20.624,17.769
2,14.481,12.641,9.75,10.192,15.437,10.668,9.092,8.593,13.426,19.845,17.305,19.169
3,15.416,12.012,9.804,11.99,9.413,14.234,8.217,12.136,8.961,17.509,19.601,18.918
4,14.473,12.322,9.488,9.157,11.953,12.796,11.489,9.524,9.518,18.294,19.978,17.501
5,14.149,11.387,9.697,9.676,9.375,10.332,8.131,12.202,9.374,20.774,17.089,17.439
6,14.2,12.086,9.721,10.523,15.453,10.776,13.416,8.086,10.377,19.694,18.299,17.597
7,14.951,11.458,8.997,11.689,15.198,12.817,10.294,8.597,13.536,19.226,17.128,20.594
8,14.592,12.564,9.488,12.646,13.631,13.251,9.253,11.344,11.728,20.173,20.509,18.247
9,14.74,12.052,9.352,9.853,15.689,13.266,11.249,11.957,10.5,18.861,20.343,20.797
