,AQ,ADF,EIDIG,AQ_H,ADF_H,EIDIG_H,AQ_S,ADF_S,EIDIG_S,AQ_L,ADF_L,EIDIG_L
0,16.284,14.673,11.014,14.894,12.681,9.167,12.153,12.319,15.135,23.36,23.182,23.141
1,16.107,14.23,11.545,13.691,15.483,9.275,11.07,11.02,12.118,21.899,23.684,21.261
2,16.42,14.61,11.212,14.421,14.023,15.484,16.811,15.399,12.3,21.283,22.433,23.575
3,16.48,14.622,11.9,15.363,10.18,13.427,14.548,11.167,14.853,20.818,20.984,22.192
4,16.309,13.968,11.717,13.643,14.178,12.585,16.369,13.374,10.79,23.252,22.103,20.77
5,16.371,14.093,11.452,9.493,12.952,15.026,15.45,16.292,15.153,23.849,21.191,20.228
6,16.589,14.268,11.856,10.987,10.924,12.716,13.503,12.99,12.201,23.33,23.735,20.594
7,16.314,14.814,11.077,15.762,9.49,15.939,10.825,10.416,11.648,20.666,23.185,21.764
8,16.524,14.684,11.825,14.719,9.875,14.132,14.233,10.151,12.368,22.868,23.361,22.747
9,16.419,14.582,11.672,13.517,10.023,11.048,15.539,12.769,10.518,23.713,20.505,20.566
